model name,depth,n_estimator,colsample_bytree,learning rate,alpha,featurestrain_rmse,train_rmse_percent,test_rmse,test_rmse_percent
total_features,3,10,0.25,0.01,5,"['title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.100222685532541,88.01701069229065,11.108377195703833,88.08167026077594
total_features,3,10,0.25,0.01,5,"['title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.095242804581448,87.9775237155573,11.12519447299501,88.2150195202536
total_features,3,10,0.25,0.01,5,"['title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.105196769475079,88.05645170279627,11.092011266951033,87.9518998798716
total_features,3,10,0.25,0.01,5,"['title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10927696128726,88.08880477322859,11.077737521122764,87.83871904784891
total_features,3,10,0.25,0.01,5,"['title_length', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.109718615569246,88.09230678312164,11.076751925022535,87.83090395936378
total_features,3,10,0.25,0.01,5,"['title_length', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.097423271226022,87.9948132926592,11.118125475508402,88.15896730896115
total_features,3,10,0.25,0.01,5,"['title_length', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10652987778669,88.06702232032721,11.086676460864334,87.90959859478241
total_features,3,10,0.25,0.01,5,"['title_length', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.093034219181689,87.96001117637205,11.134307775881043,88.28728164510333
total_features,3,10,0.25,0.01,5,"['title_length', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.100218695094714,88.01697905090663,11.109205128412704,88.0882351887196
total_features,3,10,0.25,0.01,5,"['title_length', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10458359961179,88.05158969417336,11.094673179073732,87.9730069832517
total_features,3,10,0.25,0.01,5,"['title_length', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.107625542498786,88.07571017600469,11.083858046607011,87.88725053881544
total_features,3,10,0.25,0.01,5,"['title_length', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.102457737016382,88.03473308903207,11.10239678216108,88.03424975961583
total_features,3,10,0.25,0.01,5,"['title_length', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.094223958391149,87.9694449770882,11.130188157106884,88.25461594640832
total_features,3,10,0.25,0.01,5,"['title_length', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.106952624485391,88.07037440629466,11.08656512293532,87.90871576279191
total_features,3,10,0.25,0.01,5,"['title_length', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.100843413471331,88.02193263117184,11.10777146503545,88.07686723977122
total_features,3,10,0.25,0.01,5,"['title_length', 'image_emotions_happy', 'category_id']",11.093810837298655,87.96616921545301,11.130068075951847,88.25366378674393
total_features,3,10,0.25,0.01,5,"['title_length', 'category_id']",11.10968172897371,88.09201429818997,11.076214099689931,87.82663938022951
total_features,3,10,0.25,0.01,5,['category_id'],11.101575004582395,88.02773363755423,11.102039335554867,88.03141545775969
total_features,3,10,0.25,0.01,10,"['title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.100376680679119,88.01823176621384,11.106412225946947,88.06608942343587
total_features,3,10,0.25,0.01,10,"['title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.103723224400259,88.04476751984964,11.096780784143762,87.98971881897242
total_features,3,10,0.25,0.01,10,"['title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.09242944863051,87.95521576842597,11.134931883744802,88.29223038442811
total_features,3,10,0.25,0.01,10,"['title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.089914694179864,87.93527552257311,11.143686709167298,88.36165003344338
total_features,3,10,0.25,0.01,10,"['title_length', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.10549814161275,88.05884137329345,11.091140652356138,87.9449965143916
total_features,3,10,0.25,0.01,10,"['title_length', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.09773460145605,87.99728192387153,11.116529693796148,88.14631387488066
total_features,3,10,0.25,0.01,10,"['title_length', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.087303318570612,87.91456913843717,11.153248400158592,88.43746756270015
total_features,3,10,0.25,0.01,10,"['title_length', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.0980517456931,87.99979665609754,11.116901812471264,88.14926451599251
total_features,3,10,0.25,0.01,10,"['title_length', 'image_text', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.105814738475623,88.06135176522469,11.090142441354121,87.93708139854873
total_features,3,10,0.25,0.01,10,"['title_length', 'image_emotions_angry', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.096584410171673,87.988161710571,11.12102928478219,88.18199248774721
total_features,3,10,0.25,0.01,10,"['title_length', 'image_emotions_sad', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.098372420412783,88.00233938258428,11.116087243042275,88.142805549522
total_features,3,10,0.25,0.01,10,"['title_length', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.100956988329274,88.0228332004459,11.107675279257258,88.07610455375064
total_features,3,10,0.25,0.01,10,"['title_length', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.096793924597725,87.98982301359172,11.121195939307938,88.18331394170269
total_features,3,10,0.25,0.01,10,"['title_length', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.105731145913852,88.06068893461205,11.09030848831965,87.93839803497616
total_features,3,10,0.25,0.01,10,"['title_length', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",11.095915733949253,87.98285957529987,11.124271837506955,88.20770366543537
total_features,3,10,0.25,0.01,10,"['title_length', 'image_emotions_happy', 'category_id']",11.09999738525553,88.01522421850069,11.108824376252254,88.08521609010089
total_features,3,10,0.25,0.01,10,"['title_length', 'category_id']",11.11374806636047,88.12425751270813,11.06206258875432,87.7144277855058
total_features,3,10,0.25,0.01,10,['category_id'],11.109300597567493,88.08899219241728,11.075732033268931,87.82281693030814
